Textbox24,Textbox28
State: Karnataka     District : Bangalore R           Block : All Blocks    Year : All Years            Batch : All Batches            Collaboration : All Collaborations           Status : All Status         Loan Number: Not Available   Scheme : PMGSY 2   Sub Scheme : All,Note : All Costs are in Lakhs and All Lengths are in Kms.

Textbox1,Textbox8,Textbox3,Textbox5,Textbox7,Textbox11,Textbox18,Textbox26,Textbox9,Textbox23,Textbox47,Textbox53,Textbox56,Textbox59,Textbox63,Textbox66,Textbox27,Textbox2,MAST_DISTRICT_NAME,MAST_DISTRICT_NAME1,MAST_BLOCK_NAME,IMS_PACKAGE_ID1,IMS_YEAR,WORK_TYPE,ROAD_NAME,IMS_UPGRADE_CONNECT,HABS,CN_ROAD,CNHABS,SANC_AMT,STATE_SHARE,ROAD_LENGTH1,BRIDGE_LENGTH,LENGTH_COMPLETED1,IMS_PAYMENT_MADE1,PROPOSAL_STATUS1,MAST_FUNDING_AGENCY_NAME,CONT_NAME1,MAINT_AMT,COMPLETION_DATE,Textbox30,Textbox46,Textbox49,Textbox17,Textbox21,LENGTH_COMPLETED,Textbox55,Textbox68
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,1,Bangalore R ,DPIU Of Bangalore r,Devanahalli,KN02108,2013 - 2014,ROAD,"MRL2-Indrasanahalli to NH-07 Via, Hegganahalli, Nagamangala, Chowdanahalli, Sadahalli, Poojanahalli",Upgarde,"Chowdenahalli [ 234447], Hegganahalli [ 419785], Indrasanahalli [ 433724], Nagamangala [ 741843], Poojanahally [ 861474], Sadahally [ 931101]","Indrasanahalli to NH-07 Via, Hegganahalli, Nagamangala, Chowdanahalli, Sadahalli, Poojanahalli","Chowdenahalli [ 234447]  { 177} , Hegganahalli [ 419785]  { 409} , Indrasanahalli [ 433724]  { 254} , Nagamangala [ 741843]  { 705} , Poojanahally [ 861474]  { 602} , Sadahally [ 931101]  { 2165} ",309.48,79.10,7.320,0.000,7.320,203.37,Maintenance,Regular PMGSY,S ANNAPOORNA [05 May 2014],21.41,Financial: 06-02-2017/ Physical: 31-12-2015,Total,"2,511.95",645.67,69.680,0.000,68.603,"2,568.51",203.76
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,2,Bangalore R ,DPIU Of Bangalore r,Devanahalli,KN02109,2013 - 2014,ROAD,"MRL1-Baladimmanahally to Nallur via ramanahally, Jonnahally, Reddihally",Upgarde,"Baladimmanahally [ 78083], Jonnahalli [ 470393], Ramanahally [ 899768], Reddihally [ 919264]","Baladimmanahally to Nallur via ramanahally, Jonnahally, Reddihally","Baladimmanahally [ 78083]  { 98} , Jonnahalli [ 470393]  { 609} , Ramanahally [ 899768]  { 595} , Reddihally [ 919264]  { 712} ",137.67,35.44,3.360,0.000,3.360,145.35,Maintenance,Regular PMGSY,S ANNAPOORNA [05 May 2014],9.83,Financial: 14-11-2016/ Physical: 01-06-2015,Total,"2,511.95",645.67,69.680,0.000,68.603,"2,568.51",203.76
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,3,Bangalore R ,DPIU Of Bangalore r,Devanahalli,KN02110,2013 - 2014,ROAD,"MRL3-Guduvanahalli to Avathi Via, Koramangala",Upgarde,"Gobbarakunte [ 363767], Guduvanahally [ 381289], Koramangala [ 580134]","Guduvanahalli to Avathi Via, Koramangala","Gobbarakunte [ 363767]  { 954} , Guduvanahally [ 381289]  { 196} , Koramangala [ 580134]  { 2221} ",263.01,67.66,7.210,0.000,7.210,457.97,Maintenance,Regular PMGSY,S ANNAPOORNA [05 May 2014],21.09,Financial: 14-11-2016/ Physical: 15-05-2015,Total,"2,511.95",645.67,69.680,0.000,68.603,"2,568.51",203.76
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,4,Bangalore R ,DPIU Of Bangalore r,Doddaballapur,KN02111,2013 - 2014,ROAD,"MRL7-Bommanahalli to NH 207 Via, Galibikote, Gundasandra, Hanabe, Basappapalya, Mandibyadrahalli, Ke",Upgarde,"Basappapalya [ 110378], Bommanahally [ 174121], GalibiliKote [ 338350], Gundasandra [ 384932], Hanabe [ 395427], Kestur [ 535970], Mandibyadrahally [ 669462]","Bommanahalli to NH 207 Via, Galibikote, Gundasandra, Hanabe, Basappapalya, Mandibyadrahalli, Kestur","Basappapalya [ 110378]  { 30} , Bommanahally [ 174121]  { 630} , GalibiliKote [ 338350]  { 345} , Gundasandra [ 384932]  { 539} , Hanabe [ 395427]  { 2237} , Kestur [ 535970]  { 1113} , Mandibyadrahally [ 669462]  { 841} ",293.38,75.52,8.910,0.000,8.901,204.42,Maintenance,Regular PMGSY,VINYAS BUILDERS [01 Mar 2014],26.06,Financial: 15-03-2017/ Physical: 01-05-2016,Total,"2,511.95",645.67,69.680,0.000,68.603,"2,568.51",203.76
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,5,Bangalore R ,DPIU Of Bangalore r,Doddaballapur,KN02112,2013 - 2014,ROAD,MRL1 - Bokipura to Kadanuru Via Kalludevanahalli,Upgarde,"Bhokipura [ 153585], Kadanur [ 478703], Kalludevanahalli [ 491892]",Bokipura to Kadanuru Via Kalludevanahalli,"Bhokipura [ 153585]  { 185} , Kadanur [ 478703]  { 1025} , Kalludevanahalli [ 491892]  { 457} ",115.69,29.79,4.068,0.000,3.000,109.32,Maintenance,Regular PMGSY,VINYAS BUILDERS [01 Mar 2014],11.89,Financial: 15-03-2017/ Physical: 30-05-2016,Total,"2,511.95",645.67,69.680,0.000,68.603,"2,568.51",203.76
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,6,Bangalore R ,DPIU Of Bangalore r,Doddaballapur,KN02113,2013 - 2014,ROAD,"MRL6-Seegepalya to Hulikunte Via, Apakaranahalli",Upgarde,"Appkarenahalli [ 42797], Hulikunte [ 428066], Seegepalya [ 967669]","Seegepalya to Hulikunte Via, Apakaranahalli","Appkarenahalli [ 42797]  { 299} , Hulikunte [ 428066]  { 1420} , Seegepalya [ 967669]  { 174} ",126.86,32.66,4.240,0.000,4.240,134.45,Maintenance,Regular PMGSY,VINYAS BUILDERS [01 Mar 2014],12.40,Financial: 15-03-2017/ Physical: 15-12-2015,Total,"2,511.95",645.67,69.680,0.000,68.603,"2,568.51",203.76
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,7,Bangalore R ,DPIU Of Bangalore r,Hosakote,KN02114,2013 - 2014,ROAD,"MRL2-Doddanalla To Mylapura NH-4 Via., Nidagatta",Upgarde,"Doddanallala [ 305614], Nidagatta [ 782155]","Doddanalla To Mylapura NH-4 Via., Nidagatta","Doddanallala [ 305614]  { 628} , Mylapura [ 735873]  { 592} , Nidagatta [ 782155]  { 1301} ",271.98,70.34,5.700,0.000,5.700,240.74,Maintenance,Regular PMGSY,M N CHANDRASHEKARAIAH [28 Feb 2014],16.67,Financial: 11-08-2016/ Physical: 31-03-2015,Total,"2,511.95",645.67,69.680,0.000,68.603,"2,568.51",203.76
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,8,Bangalore R ,DPIU Of Bangalore r,Hosakote,KN02115,2013 - 2014,ROAD,"MRL3-Ajjagondanahally to Muthsandra MDR Via., Gulakaipura",Upgarde,"Ajjagondanhalli [ 20224], Gulakaipura [ 382700], Muthasandra [ 734545]","Ajjagondanahally to Muthsandra MDR Via., Gulakaipura","Ajjagondanhalli [ 20224]  { 406} , Gulakaipura [ 382700]  { 99} , Muthasandra [ 734545]  { 280} ",234.46,59.94,5.980,0.000,5.980,200.94,Maintenance,Regular PMGSY,M N CHANDRASHEKARAIAH [28 Feb 2014],17.48,Financial: 06-02-2017/ Physical: 31-03-2015,Total,"2,511.95",645.67,69.680,0.000,68.603,"2,568.51",203.76
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,9,Bangalore R ,DPIU Of Bangalore r,Hosakote,KN02116,2013 - 2014,ROAD,"MRL1-Balakune To Thavarekere NH-4 Via., Manchappnahally, Kalappnahally",Upgarde,"Balanakunte [ 173469], Kalappanahalli [ 487294], Manchappanahalli [ 667533]","Balakune To Thavarekere NH-4 Via., Manchappnahally, Kalappnahally","Balanakunte [ 173469]  { 50} , Kalappanahalli [ 487294]  { 845} , Manchappanahalli [ 667533]  { 625} ",188.77,48.31,4.940,0.000,4.940,182.77,Maintenance,Regular PMGSY,M N CHANDRASHEKARAIAH [28 Feb 2014],14.44,Financial: 11-08-2016/ Physical: 31-03-2015,Total,"2,511.95",645.67,69.680,0.000,68.603,"2,568.51",203.76
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,10,Bangalore R ,DPIU Of Bangalore r,Nelamangala,KN02117,2013 - 2014,ROAD,MRL3 - NH-04 To Thyamagondnhalli,Upgarde,"Biragondanahally [ 166427], C T Palya [ 188144], Hosahalli [ 426048]",NH-04 To Thyamagondnhalli,"Biragondanahally [ 166427]  { 239} , C T Palya [ 188144]  { 292} , Hosahalli [ 426048]  { 614} , Nelamangalatown [ 777248]  { 37232} ",153.15,39.43,5.172,0.000,5.172,187.52,Maintenance,Regular PMGSY,"M.G.Hanumantharaju [28 Feb 2014], S V T CONSTRUCTION [03 Mar 2018]",15.12,Financial: 14-11-2016/ Physical: 22-12-2015,Total,"2,511.95",645.67,69.680,0.000,68.603,"2,568.51",203.76
