Textbox24,Textbox28
State: Karnataka     District : Bangalore R           Block : All Blocks    Year : All Years            Batch : All Batches            Collaboration : All Collaborations           Status : All Status         Loan Number: Not Available   Scheme : PMGSY 1   Sub Scheme : All,Note : All Costs are in Lakhs and All Lengths are in Kms.

Textbox1,Textbox8,Textbox3,Textbox5,Textbox7,Textbox11,Textbox18,Textbox26,Textbox9,Textbox23,Textbox47,Textbox53,Textbox56,Textbox59,Textbox63,Textbox66,Textbox27,Textbox2,MAST_DISTRICT_NAME,MAST_DISTRICT_NAME1,MAST_BLOCK_NAME,IMS_PACKAGE_ID1,IMS_YEAR,WORK_TYPE,ROAD_NAME,IMS_UPGRADE_CONNECT,HABS,CN_ROAD,CNHABS,SANC_AMT,STATE_SHARE,ROAD_LENGTH1,BRIDGE_LENGTH,LENGTH_COMPLETED1,IMS_PAYMENT_MADE1,PROPOSAL_STATUS1,MAST_FUNDING_AGENCY_NAME,CONT_NAME1,MAINT_AMT,COMPLETION_DATE,Textbox30,Textbox46,Textbox49,Textbox17,Textbox21,LENGTH_COMPLETED,Textbox55,Textbox68
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,1,Bangalore R ,DPIU Of Bangalore r,Devanahalli,KN0201,2000 - 2001,ROAD,Road from NH 207 (DD road) to ,Upgarde,"Bachahalli [ 59125], Chinnakempanahalli [ 226098], Juttanahalli [ 473991], Lingadeeragollahalli [ 626860], Pandithapura [ 817905], Sulikunte [ 1015896]",Road from Irriganahalli toK S Roadvia Hosahalli,Hosahalli [ 426052]  { 527} ,55.38,0.00,9.600,0.000,9.600,55.69,Completed,Regular PMGSY,Karnataka Land Army Corporation [04 Jul 2001],0.00,Financial: 01-04-2005/ Physical: 31-03-2003,Total,"10,625.48",0.00,591.900,0.000,591.900,"10,993.91",796.27
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,2,Bangalore R ,DPIU Of Bangalore r,Devanahalli,KN0204,2001 - 2002,ROAD,Koira Hosur to Koira,Upgarde,"K Hosur [ 474525], Koira [ 571333]",Road from Irriganahalli toK S Roadvia Hosahalli,Hosahalli [ 426052]  { 527} ,11.04,0.00,1.450,0.000,1.450,6.50,Maintenance,Regular PMGSY,B MUNIKRISHNAPPA [28 Jan 2003],0.00,Financial: 01-04-2005/ Physical: 31-08-2005,Total,"10,625.48",0.00,591.900,0.000,591.900,"10,993.91",796.27
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,3,Bangalore R ,DPIU Of Bangalore r,Devanahalli,KN0204,2001 - 2002,ROAD,Doddagollahalli to Chikka Oba,Upgarde,Doddagollahalli [ 305377],Road from Irriganahalli toK S Roadvia Hosahalli,Hosahalli [ 426052]  { 527} ,6.48,0.00,0.900,0.000,0.900,6.53,Completed,Regular PMGSY,B MUNIKRISHNAPPA [28 Jan 2003],0.00,Financial: 01-04-2005/ Physical: 31-08-2005,Total,"10,625.48",0.00,591.900,0.000,591.900,"10,993.91",796.27
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,4,Bangalore R ,DPIU Of Bangalore r,Devanahalli,KN0204,2001 - 2002,ROAD,Byrappanahalli to Avati,Upgarde,"Avathi [ 53928], Byrappanahally [ 187851]",Road from S N  Road to Singarahalli via Jogahalli Ilthore,Singarahally [ 994653]  { 565} ,8.09,0.00,1.000,0.000,1.000,8.18,Maintenance,Regular PMGSY,B MUNIKRISHNAPPA [28 Jan 2003],0.00,Financial: 01-04-2005/ Physical: 31-08-2005,Total,"10,625.48",0.00,591.900,0.000,591.900,"10,993.91",796.27
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,5,Bangalore R ,DPIU Of Bangalore r,Devanahalli,KN0204,2001 - 2002,ROAD,DCT road to Gokare,Upgarde,Gokare [ 367243],Road from Irriganahalli toK S Roadvia Hosahalli,Hosahalli [ 426052]  { 527} ,10.53,0.00,1.400,0.000,1.400,19.68,Completed,Regular PMGSY,B MUNIKRISHNAPPA [28 Jan 2003],0.00,Financial: 01-04-2005/ Physical: 31-08-2005,Total,"10,625.48",0.00,591.900,0.000,591.900,"10,993.91",796.27
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,6,Bangalore R ,DPIU Of Bangalore r,Devanahalli,KN0204,2001 - 2002,ROAD,D.V. road to Kurubara kunte,Upgarde,Kurubarakunte [ 605929],Road from Irriganahalli toK S Roadvia Hosahalli,Hosahalli [ 426052]  { 527} ,12.46,0.00,1.800,0.000,1.800,12.09,Completed,Regular PMGSY,B MUNIKRISHNAPPA [28 Jan 2003],0.00,Financial: 01-04-2005/ Physical: 31-08-2005,Total,"10,625.48",0.00,591.900,0.000,591.900,"10,993.91",796.27
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,7,Bangalore R ,DPIU Of Bangalore r,Devanahalli,KN0204,2001 - 2002,ROAD,SN Road to Ilthore,Upgarde,ilathore [ 431040],Road from B N Road to NH 7 via Doddasagarahalli Mudiganahalli Singavara Hosahudya,"Doddasagarahalli [ 305670]  { 517} , Hosahudya [ 426194]  { 742} ",8.24,0.00,1.200,0.000,1.200,8.46,Completed,Regular PMGSY,B MUNIKRISHNAPPA [28 Jan 2003],0.00,Financial: 01-04-2005/ Physical: 31-08-2005,Total,"10,625.48",0.00,591.900,0.000,591.900,"10,993.91",796.27
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,8,Bangalore R ,DPIU Of Bangalore r,Devanahalli,KN0204,2001 - 2002,ROAD,Kooira road to Chikkaobadenahally,Upgarde,"Chanappanayakana Hosur [ 224466], ChikkaObanahalli [ 222518]",Road from Irriganahalli toK S Roadvia Hosahalli,Hosahalli [ 426052]  { 527} ,4.65,0.00,0.600,0.000,0.600,9.52,Completed,Regular PMGSY,B MUNIKRISHNAPPA [28 Jan 2003],0.00,Financial: 01-04-2005/ Physical: 31-08-2005,Total,"10,625.48",0.00,591.900,0.000,591.900,"10,993.91",796.27
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,9,Bangalore R ,DPIU Of Bangalore r,Devanahalli,KN0204,2001 - 2002,ROAD,Bommanahally to N.G.Halli,Upgarde,"Bommanahalli [ 174083], Haralur [ 398256], Naganayakanahalli [ 742019]",Road from Y V Road to Hiraganahalli via Beediganahalli,Beediganahally [ 118403]  { 577} ,10.63,0.00,1.500,0.000,1.500,19.75,Maintenance,Regular PMGSY,B MUNIKRISHNAPPA [28 Jan 2003],0.00,Financial: 01-04-2005/ Physical: 31-08-2005,Total,"10,625.48",0.00,591.900,0.000,591.900,"10,993.91",796.27
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,10,Bangalore R ,DPIU Of Bangalore r,Devanahalli,KN0204,2001 - 2002,ROAD,Konaginabele to Dodda kurubarahally,New,"Doddakurubarahally [ 305518], Konaginabele [ 576238]",Road from Irriganahalli toK S Roadvia Hosahalli,Hosahalli [ 426052]  { 527} ,5.87,0.00,0.750,0.000,0.750,5.90,Completed,Regular PMGSY,B MUNIKRISHNAPPA [28 Jan 2003],0.00,Financial: 01-04-2005/ Physical: 31-08-2005,Total,"10,625.48",0.00,591.900,0.000,591.900,"10,993.91",796.27
